"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"0-14","32.7999992370605","35.7999992370605","34.2999992370605","2057","III CNS and misc intracranial and intraspinal neoplasms",59850043,"2008-04-01 00:00:00",1247
"0-19","30.1000003814697","32.5","31.2999992370605","2546","III CNS and misc intracranial and intraspinal neoplasms",81683260,"2008-04-01 00:00:00",1248
"0-14","2.29999995231628","3.09999990463257","2.70000004768372","160","III(a) Ependymomas and choroid plexus tumor",59850043,"2008-04-01 00:00:00",1249
"0-19","2","2.70000004768372","2.40000009536743","193","III(a) Ependymomas and choroid plexus tumor",81683260,"2008-04-01 00:00:00",1250
"0-14","15.6000003814697","17.7000007629395","16.6000003814697","997","III(b) Astrocytomas",59850043,"2008-04-01 00:00:00",1251
"0-19","14.6000003814697","16.3999996185303","15.5","1260","III(b) Astrocytomas",81683260,"2008-04-01 00:00:00",1252
"0-14","7.40000009536743","8.89999961853027","8.10000038146973","489","III(c) Intracranial and intraspinal embryonal tumors",59850043,"2008-04-01 00:00:00",1253
"0-19","6.19999980926514","7.30000019073486","6.69999980926514","547","III(c) Intracranial and intraspinal embryonal tumors",81683260,"2008-04-01 00:00:00",1254
"0-14","5.19999980926514","6.40000009536743","5.80000019073486","346","III(d) Other gliomas",59850043,"2008-04-01 00:00:00",1255
"0-19","5.09999990463257","6.09999990463257","5.59999990463257","453","III(d) Other gliomas",81683260,"2008-04-01 00:00:00",1256
"0-14","0.5","0.899999976158142","0.699999988079071","42","III(e) Other specified intracranial & intraspinal neoplasms",59850043,"2008-04-01 00:00:00",1257
"0-19","0.5","0.899999976158142","0.699999988079071","57","III(e) Other specified intracranial & intraspinal neoplasms",81683260,"2008-04-01 00:00:00",1258
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","23","III(f) Unspecified intracranial and intraspinal neoplasms",59850043,"2008-04-01 00:00:00",1259
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","36","III(f) Unspecified intracranial and intraspinal neoplasms",81683260,"2008-04-01 00:00:00",1260
"0-14","10","11.6999998092651","10.8000001907349","666","IV Neuroblastoma and other peripheral nervous cell tumors",59850043,"2008-04-01 00:00:00",1261
"0-19","7.69999980926514","8.89999961853027","8.30000019073486","681","IV Neuroblastoma and other peripheral nervous cell tumors",81683260,"2008-04-01 00:00:00",1262
"0-14","9.69999980926514","11.3999996185303","10.5","649","IV(a) Neuroblastoma and ganglioneuroblastoma",59850043,"2008-04-01 00:00:00",1263
"0-19","7.40000009536743","8.60000038146973","8","657","IV(a) Neuroblastoma and ganglioneuroblastoma",81683260,"2008-04-01 00:00:00",1264
"0-14","0.200000002980232","0.5","0.300000011920929","17","IV(b) Other peripheral nervous cell tumors",59850043,"2008-04-01 00:00:00",1265
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","24","IV(b) Other peripheral nervous cell tumors",81683260,"2008-04-01 00:00:00",1266
"0-14","10.1000003814697","11.8000001907349","10.8999996185303","656","IX Soft tissue and other extraosseous sarcomas",59850043,"2008-04-01 00:00:00",1267
"0-19","11.5","13","12.1999998092651","1007","IX Soft tissue and other extraosseous sarcomas",81683260,"2008-04-01 00:00:00",1268
"0-14","4.69999980926514","5.90000009536743","5.30000019073486","318","IX(a) Rhabdomyosarcomas",59850043,"2008-04-01 00:00:00",1269
"0-19","4.59999990463257","5.59999990463257","5.09999990463257","416","IX(a) Rhabdomyosarcomas",81683260,"2008-04-01 00:00:00",1270
"0-14","0.699999988079071","1.20000004768372","0.899999976158142","57","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",59850043,"2008-04-01 00:00:00",1271
"0-19","0.899999976158142","1.29999995231628","1.10000002384186","90","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",81683260,"2008-04-01 00:00:00",1272
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",59850043,"2008-04-01 00:00:00",1273
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",81683260,"2008-04-01 00:00:00",1274
"0-14","3","3.90000009536743","3.40000009536743","204","IX(d) Other specified soft tissue sarcomas",59850043,"2008-04-01 00:00:00",1275
"0-19","4.09999990463257","5","4.5","375","IX(d) Other specified soft tissue sarcomas",81683260,"2008-04-01 00:00:00",1276
"0-14","1","1.60000002384186","1.29999995231628","77","IX(e) Unspecified soft tissue sarcomas",59850043,"2008-04-01 00:00:00",1277
"0-19","1.29999995231628","1.79999995231628","1.5","125","IX(e) Unspecified soft tissue sarcomas",81683260,"2008-04-01 00:00:00",1278
"0-14","null","null","null","null","Not classified by ICCC",59850043,"2008-04-01 00:00:00",1279
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","22","Not classified by ICCC",81683260,"2008-04-01 00:00:00",1280
"0-14","3.5","4.5","4","249","V Retinoblastoma",59850043,"2008-04-01 00:00:00",1281
"0-19","2.59999990463257","3.40000009536743","3","249","V Retinoblastoma",81683260,"2008-04-01 00:00:00",1282
"0-14","8.10000038146973","9.60000038146973","8.89999961853027","539","VI Renal tumors",59850043,"2008-04-01 00:00:00",1283
"0-19","6.59999990463257","7.69999980926514","7.09999990463257","583","VI Renal tumors",81683260,"2008-04-01 00:00:00",1284
"0-14","7.69999980926514","9.10000038146973","8.39999961853027","511","VI(a) Nephroblastoma and other nonepithelial renal tumors",59850043,"2008-04-01 00:00:00",1285
"0-19","5.80000019073486","6.90000009536743","6.30000019073486","516","VI(a) Nephroblastoma and other nonepithelial renal tumors",81683260,"2008-04-01 00:00:00",1286
"0-14","0.300000011920929","0.600000023841858","0.400000005960464","26","VI(b) Renal carcinomas",59850043,"2008-04-01 00:00:00",1287
"0-19","0.600000023841858","1","0.800000011920929","64","VI(b) Renal carcinomas",81683260,"2008-04-01 00:00:00",1288
"0-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",59850043,"2008-04-01 00:00:00",1289
"0-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",81683260,"2008-04-01 00:00:00",1290
"0-14","2.20000004768372","3.09999990463257","2.59999990463257","161","VII Hepatic tumors",59850043,"2008-04-01 00:00:00",1291
"0-19","1.89999997615814","2.59999990463257","2.29999995231628","187","VII Hepatic tumors",81683260,"2008-04-01 00:00:00",1292
"0-14","1.89999997615814","2.59999990463257","2.20000004768372","138","VII(a) Hepatoblastoma",59850043,"2008-04-01 00:00:00",1293
"0-19","1.39999997615814","2","1.70000004768372","140","VII(a) Hepatoblastoma",81683260,"2008-04-01 00:00:00",1294
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","23","VII(b) Hepatic carcinomas",59850043,"2008-04-01 00:00:00",1295
"0-19","0.400000005960464","0.699999988079071","0.600000023841858","46","VII(b) Hepatic carcinomas",81683260,"2008-04-01 00:00:00",1296
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",59850043,"2008-04-01 00:00:00",1297
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",81683260,"2008-04-01 00:00:00",1298
"0-19","null","null","null","null","VIII(e) Unspecified malignant bone tumors",74436080,"2002-04-01 00:00:00",456
"0-14","4.80000019073486","6","5.40000009536743","303","X Germ cell, trophoblastic tumors & neoplasms of gonads",55565102,"2002-04-01 00:00:00",457
"0-19","10.5","12","11.1999998092651","841","X Germ cell, trophoblastic tumors & neoplasms of gonads",74436080,"2002-04-01 00:00:00",458
"0-14","1.20000004768372","1.79999995231628","1.5","83","X(a) Intracranial & intraspinal germ cell tumors",55565102,"2002-04-01 00:00:00",459
"0-19","1.39999997615814","2","1.70000004768372","126","X(a) Intracranial & intraspinal germ cell tumors",74436080,"2002-04-01 00:00:00",460
"0-14","1.20000004768372","1.89999997615814","1.5","85","X(b) Malignant extracranial & extragonadal germ cell tumors",55565102,"2002-04-01 00:00:00",461
"0-19","1.29999995231628","1.89999997615814","1.60000002384186","120","X(b) Malignant extracranial & extragonadal germ cell tumors",74436080,"2002-04-01 00:00:00",462
"0-14","1.89999997615814","2.70000004768372","2.20000004768372","125","X(c) Malignant gonadal germ cell tumors",55565102,"2002-04-01 00:00:00",463
"0-19","6.69999980926514","7.90000009536743","7.30000019073486","547","X(c) Malignant gonadal germ cell tumors",74436080,"2002-04-01 00:00:00",464
"0-14","null","null","null","null","X(d) Gonadal carcinomas",55565102,"2002-04-01 00:00:00",465
"0-19","0.200000002980232","0.5","0.300000011920929","24","X(d) Gonadal carcinomas",74436080,"2002-04-01 00:00:00",466
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",55565102,"2002-04-01 00:00:00",467
"0-19","0.200000002980232","0.5","0.300000011920929","24","X(e) Other and unspecified malignant gonadal tumors",74436080,"2002-04-01 00:00:00",468
"0-14","5.90000009536743","7.30000019073486","6.59999990463257","372","XI Other malignant epithelial neoplasms and malignant melanomas",55565102,"2002-04-01 00:00:00",469
"0-19","16.5","18.3999996185303","17.3999996185303","1307","XI Other malignant epithelial neoplasms and malignant melanomas",74436080,"2002-04-01 00:00:00",470
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",55565102,"2002-04-01 00:00:00",471
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","19","XI(a) Adrenocortical carcinomas",74436080,"2002-04-01 00:00:00",472
"0-14","1.60000002384186","2.40000009536743","2","112","XI(b) Thyroid carcinomas",55565102,"2002-04-01 00:00:00",473
"0-19","5.09999990463257","6.19999980926514","5.69999980926514","425","XI(b) Thyroid carcinomas",74436080,"2002-04-01 00:00:00",474
"0-14","null","null","null","null","XI(c) Nasopharyngeal carcinomas",55565102,"2002-04-01 00:00:00",475
"0-19","0.5","0.800000011920929","0.600000023841858","47","XI(c) Nasopharyngeal carcinomas",74436080,"2002-04-01 00:00:00",476
"0-14","2","2.79999995231628","2.40000009536743","134","XI(d) Malignant melanomas",55565102,"2002-04-01 00:00:00",477
"0-19","6.09999990463257","7.30000019073486","6.69999980926514","504","XI(d) Malignant melanomas",74436080,"2002-04-01 00:00:00",478
"0-14","null","null","null","null","XI(e) Skin carcinomas",55565102,"2002-04-01 00:00:00",479
"0-19","null","null","null","null","XI(e) Skin carcinomas",74436080,"2002-04-01 00:00:00",480
"0-14","1.29999995231628","2","1.60000002384186","93","XI(f) Other and unspecified carcinomas",55565102,"2002-04-01 00:00:00",481
"0-19","3.59999990463257","4.5","4","304","XI(f) Other and unspecified carcinomas",74436080,"2002-04-01 00:00:00",482
"0-14","0.5","0.899999976158142","0.600000023841858","36","XII Other and unspecified malignant neoplasms",55565102,"2002-04-01 00:00:00",483
"0-19","0.699999988079071","1.20000004768372","0.899999976158142","70","XII Other and unspecified malignant neoplasms",74436080,"2002-04-01 00:00:00",484
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","20","XII(a) Other specified malignant tumors",55565102,"2002-04-01 00:00:00",485
"0-19","0.300000011920929","0.699999988079071","0.5","35","XII(a) Other specified malignant tumors",74436080,"2002-04-01 00:00:00",486
"0-14","0.200000002980232","0.5","0.300000011920929","16","XII(b) Other unspecified malignant tumors",55565102,"2002-04-01 00:00:00",487
"0-19","0.300000011920929","0.600000023841858","0.5","35","XII(b) Other unspecified malignant tumors",74436080,"2002-04-01 00:00:00",488
"0-14","149.300003051758","155.699996948242","152.5","8697","All ICCC Groups Combined",56909320,"2003-04-01 00:00:00",489
"0-19","164.600006103516","170.399993896484","167.5","12835","All ICCC Groups Combined",76413922,"2003-04-01 00:00:00",490
"0-14","45.9000015258789","49.5","47.7000007629395","2706","I Leukemias, myeloproliferative & myelodysplastic diseases",56909320,"2003-04-01 00:00:00",491
"0-19","42","44.9000015258789","43.4000015258789","3305","I Leukemias, myeloproliferative & myelodysplastic diseases",76413922,"2003-04-01 00:00:00",492
"0-14","34.5999984741211","37.7000007629395","36.0999984741211","2044","I(a) Lymphoid leukemias",56909320,"2003-04-01 00:00:00",493
"0-19","29.7000007629395","32.2000007629395","30.8999996185303","2343","I(a) Lymphoid leukemias",76413922,"2003-04-01 00:00:00",494
"0-14","6.80000019073486","8.30000019073486","7.5","430","I(b) Acute myeloid leukemias",56909320,"2003-04-01 00:00:00",495
"0-19","7.19999980926514","8.39999961853027","7.80000019073486","596","I(b) Acute myeloid leukemias",76413922,"2003-04-01 00:00:00",496
"0-14","1.10000002384186","1.79999995231628","1.39999997615814","82","I(c) Chronic myeloproliferative diseases",56909320,"2003-04-01 00:00:00",497
"0-19","1.89999997615814","2.59999990463257","2.20000004768372","171","I(c) Chronic myeloproliferative diseases",76413922,"2003-04-01 00:00:00",498
"0-14","1.39999997615814","2.09999990463257","1.70000004768372","97","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",56909320,"2003-04-01 00:00:00",499
"0-19","1.29999995231628","1.89999997615814","1.60000002384186","121","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",76413922,"2003-04-01 00:00:00",500
"0-14","0.699999988079071","1.20000004768372","0.899999976158142","53","I(e) Unspecified and other specified leukemias",56909320,"2003-04-01 00:00:00",501
"0-19","0.800000011920929","1.20000004768372","1","74","I(e) Unspecified and other specified leukemias",76413922,"2003-04-01 00:00:00",502
"0-14","14.8000001907349","16.8999996185303","15.8000001907349","904","II Lymphomas and reticuloendothelial neoplasms",56909320,"2003-04-01 00:00:00",503
"0-19","22.7000007629395","24.8999996185303","23.7999992370605","1831","II Lymphomas and reticuloendothelial neoplasms",76413922,"2003-04-01 00:00:00",504
"0-14","5","6.30000019073486","5.59999990463257","326","II(a) Hodgkin lymphomas",56909320,"2003-04-01 00:00:00",505
"0-19","11.3000001907349","12.8000001907349","12.1000003814697","933","II(a) Hodgkin lymphomas",76413922,"2003-04-01 00:00:00",506
"0-14","5.69999980926514","7","6.30000019073486","359","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",56909320,"2003-04-01 00:00:00",507
"0-19","7.40000009536743","8.69999980926514","8","618","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",76413922,"2003-04-01 00:00:00",508
"0-14","2.20000004768372","3.09999990463257","2.59999990463257","148","II(c) Burkitt lymphoma",56909320,"2003-04-01 00:00:00",509
"0-19","2.20000004768372","3","2.59999990463257","195","II(c) Burkitt lymphoma",76413922,"2003-04-01 00:00:00",510
"0-14","0.899999976158142","1.39999997615814","1.10000002384186","64","II(d) Miscellaneous lymphoreticular neoplasms",56909320,"2003-04-01 00:00:00",511
"0-19","0.699999988079071","1.10000002384186","0.899999976158142","68","II(d) Miscellaneous lymphoreticular neoplasms",76413922,"2003-04-01 00:00:00",512
"0-14","null","null","null","null","II(e) Unspecified lymphomas",56909320,"2003-04-01 00:00:00",513
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","17","II(e) Unspecified lymphomas",76413922,"2003-04-01 00:00:00",514
"0-14","31.7000007629395","34.7000007629395","33.2000007629395","1883","III CNS and misc intracranial and intraspinal neoplasms",56909320,"2003-04-01 00:00:00",515
"0-19","29.1000003814697","31.6000003814697","30.2999992370605","2310","III CNS and misc intracranial and intraspinal neoplasms",76413922,"2003-04-01 00:00:00",516
"0-14","2.09999990463257","2.90000009536743","2.5","142","III(a) Ependymomas and choroid plexus tumor",56909320,"2003-04-01 00:00:00",517
"0-19","2","2.70000004768372","2.29999995231628","179","III(a) Ependymomas and choroid plexus tumor",76413922,"2003-04-01 00:00:00",518
"0-14","15.3999996185303","17.5","16.3999996185303","935","III(b) Astrocytomas",56909320,"2003-04-01 00:00:00",519
"0-19","14.5","16.2000007629395","15.3000001907349","1169","III(b) Astrocytomas",76413922,"2003-04-01 00:00:00",520
"0-14","6.59999990463257","8.10000038146973","7.30000019073486","414","III(c) Intracranial and intraspinal embryonal tumors",56909320,"2003-04-01 00:00:00",521
"0-19","5.69999980926514","6.80000019073486","6.19999980926514","472","III(c) Intracranial and intraspinal embryonal tumors",76413922,"2003-04-01 00:00:00",522
"0-14","5.09999990463257","6.40000009536743","5.69999980926514","325","III(d) Other gliomas",56909320,"2003-04-01 00:00:00",523
"0-19","4.80000019073486","5.80000019073486","5.30000019073486","402","III(d) Other gliomas",76413922,"2003-04-01 00:00:00",524
"0-14","0.600000023841858","1.10000002384186","0.800000011920929","48","III(e) Other specified intracranial & intraspinal neoplasms",56909320,"2003-04-01 00:00:00",525
