"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"5-9","109.599998474121","119.400001525879","114.400001525879","2107","All ICCC Groups Combined",18417979,"2003-04-01 00:00:00",1224
"<1","236.800003051758","269.299987792969","252.600006103516","943","All ICCC Groups Combined",3732773,"2003-04-01 00:00:00",1225
"1-4","79.1999969482422","88.5999984741211","83.8000030517578","1228","I Leukemias, myeloproliferative & myelodysplastic diseases",14656045,"2003-04-01 00:00:00",1226
"10-14","25.5","30.1000003814697","27.7000007629395","557","I Leukemias, myeloproliferative & myelodysplastic diseases",20102523,"2003-04-01 00:00:00",1227
"15-19","28.2999992370605","33.2999992370605","30.7000007629395","599","I Leukemias, myeloproliferative & myelodysplastic diseases",19504602,"2003-04-01 00:00:00",1228
"5-9","36.9000015258789","42.7000007629395","39.7000007629395","732","I Leukemias, myeloproliferative & myelodysplastic diseases",18417979,"2003-04-01 00:00:00",1229
"<1","43.7000007629395","58.4000015258789","50.5999984741211","189","I Leukemias, myeloproliferative & myelodysplastic diseases",3732773,"2003-04-01 00:00:00",1230
"1-4","null","null","null","null","VI(b) Renal carcinomas",13615288,"2000-04-01 00:00:00",471
"10-14","null","null","null","null","VI(b) Renal carcinomas",18336708,"2000-04-01 00:00:00",472
"15-19","null","null","null","null","VI(b) Renal carcinomas",17999090,"2000-04-01 00:00:00",473
"5-9","null","null","null","null","VI(b) Renal carcinomas",18205547,"2000-04-01 00:00:00",474
"<1","null","null","null","null","VI(b) Renal carcinomas",3420047,"2000-04-01 00:00:00",475
"1-4","null","null","null","null","VI(c) Unspecified malignant renal tumors",13615288,"2000-04-01 00:00:00",476
"10-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",18336708,"2000-04-01 00:00:00",477
"15-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",17999090,"2000-04-01 00:00:00",478
"5-9","null","null","null","null","VI(c) Unspecified malignant renal tumors",18205547,"2000-04-01 00:00:00",479
"<1","null","null","null","null","VI(c) Unspecified malignant renal tumors",3420047,"2000-04-01 00:00:00",480
"1-4","3.5","5.80000019073486","4.59999990463257","62","VII Hepatic tumors",13615288,"2000-04-01 00:00:00",481
"10-14","0.5","1.39999997615814","0.899999976158142","16","VII Hepatic tumors",18336708,"2000-04-01 00:00:00",482
"15-19","null","null","null","null","VII Hepatic tumors",17999090,"2000-04-01 00:00:00",483
"5-9","null","null","null","null","VII Hepatic tumors",18205547,"2000-04-01 00:00:00",484
"<1","7.90000009536743","15.3000001907349","11.1000003814697","38","VII Hepatic tumors",3420047,"2000-04-01 00:00:00",485
"1-4","3.5","5.80000019073486","4.59999990463257","62","VII(a) Hepatoblastoma",13615288,"2000-04-01 00:00:00",486
"10-14","null","null","null","null","VII(a) Hepatoblastoma",18336708,"2000-04-01 00:00:00",487
"15-19","null","null","null","null","VII(a) Hepatoblastoma",17999090,"2000-04-01 00:00:00",488
"5-9","null","null","null","null","VII(a) Hepatoblastoma",18205547,"2000-04-01 00:00:00",489
"<1","7.59999990463257","14.8999996185303","10.8000001907349","37","VII(a) Hepatoblastoma",3420047,"2000-04-01 00:00:00",490
"1-4","null","null","null","null","VII(b) Hepatic carcinomas",13615288,"2000-04-01 00:00:00",491
"10-14","null","null","null","null","VII(b) Hepatic carcinomas",18336708,"2000-04-01 00:00:00",492
"15-19","null","null","null","null","VII(b) Hepatic carcinomas",17999090,"2000-04-01 00:00:00",493
"5-9","null","null","null","null","VII(b) Hepatic carcinomas",18205547,"2000-04-01 00:00:00",494
"<1","null","null","null","null","VII(b) Hepatic carcinomas",3420047,"2000-04-01 00:00:00",495
"1-4","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",13615288,"2000-04-01 00:00:00",496
"10-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",18336708,"2000-04-01 00:00:00",497
"15-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",17999090,"2000-04-01 00:00:00",498
"5-9","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",18205547,"2000-04-01 00:00:00",499
"<1","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",3420047,"2000-04-01 00:00:00",500
"1-4","0.699999988079071","2","1.20000004768372","17","VIII Malignant bone tumors",13615288,"2000-04-01 00:00:00",501
"10-14","11.6999998092651","15.1000003814697","13.3000001907349","244","VIII Malignant bone tumors",18336708,"2000-04-01 00:00:00",502
"15-19","12.3999996185303","15.8999996185303","14.1000003814697","253","VIII Malignant bone tumors",17999090,"2000-04-01 00:00:00",503
"5-9","4.30000019073486","6.5","5.30000019073486","97","VIII Malignant bone tumors",18205547,"2000-04-01 00:00:00",504
"<1","null","null","null","null","VIII Malignant bone tumors",3420047,"2000-04-01 00:00:00",505
"1-4","null","null","null","null","VIII(a) Osteosarcomas",13615288,"2000-04-01 00:00:00",506
"10-14","6.59999990463257","9.19999980926514","7.80000019073486","143","VIII(a) Osteosarcomas",18336708,"2000-04-01 00:00:00",507
"15-19","6.80000019073486","9.5","8.10000038146973","146","VIII(a) Osteosarcomas",17999090,"2000-04-01 00:00:00",508
"5-9","2.20000004768372","3.79999995231628","2.90000009536743","53","VIII(a) Osteosarcomas",18205547,"2000-04-01 00:00:00",509
"<1","null","null","null","null","VIII(a) Osteosarcomas",3420047,"2000-04-01 00:00:00",510
"1-4","null","null","null","null","VIII(b) Chondrosarcomas",13615288,"2000-04-01 00:00:00",511
"10-14","null","null","null","null","VIII(b) Chondrosarcomas",18336708,"2000-04-01 00:00:00",512
"15-19","null","null","null","null","VIII(b) Chondrosarcomas",17999090,"2000-04-01 00:00:00",513
"5-9","null","null","null","null","VIII(b) Chondrosarcomas",18205547,"2000-04-01 00:00:00",514
"<1","null","null","null","null","VIII(b) Chondrosarcomas",3420047,"2000-04-01 00:00:00",515
"1-4","null","null","null","null","VIII(c) Ewing tumor and related sarcomas of bone",13615288,"2000-04-01 00:00:00",516
"10-14","3.79999995231628","5.80000019073486","4.69999980926514","86","VIII(c) Ewing tumor and related sarcomas of bone",18336708,"2000-04-01 00:00:00",517
"15-19","3.59999990463257","5.59999990463257","4.5","81","VIII(c) Ewing tumor and related sarcomas of bone",17999090,"2000-04-01 00:00:00",518
"5-9","1.70000004768372","3.20000004768372","2.40000009536743","43","VIII(c) Ewing tumor and related sarcomas of bone",18205547,"2000-04-01 00:00:00",519
"<1","null","null","null","null","VIII(c) Ewing tumor and related sarcomas of bone",3420047,"2000-04-01 00:00:00",520
"1-4","null","null","null","null","VIII(d) Other specified malignant bone tumors",13615288,"2000-04-01 00:00:00",521
"10-14","null","null","null","null","VIII(d) Other specified malignant bone tumors",18336708,"2000-04-01 00:00:00",522
"15-19","null","null","null","null","VIII(d) Other specified malignant bone tumors",17999090,"2000-04-01 00:00:00",523
"5-9","null","null","null","null","VIII(d) Other specified malignant bone tumors",18205547,"2000-04-01 00:00:00",524
"<1","null","null","null","null","VIII(d) Other specified malignant bone tumors",3420047,"2000-04-01 00:00:00",525
"1-4","null","null","null","null","VIII(e) Unspecified malignant bone tumors",13615288,"2000-04-01 00:00:00",526
"10-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",18336708,"2000-04-01 00:00:00",527
"15-19","null","null","null","null","VIII(e) Unspecified malignant bone tumors",17999090,"2000-04-01 00:00:00",528
"5-9","null","null","null","null","VIII(e) Unspecified malignant bone tumors",18205547,"2000-04-01 00:00:00",529
"<1","null","null","null","null","VIII(e) Unspecified malignant bone tumors",3420047,"2000-04-01 00:00:00",530
"1-4","1.70000004768372","3.5","2.5","34","X Germ cell, trophoblastic tumors & neoplasms of gonads",13615288,"2000-04-01 00:00:00",531
"10-14","5.40000009536743","7.80000019073486","6.5","119","X Germ cell, trophoblastic tumors & neoplasms of gonads",18336708,"2000-04-01 00:00:00",532
"15-19","25.6000003814697","30.5","27.8999996185303","503","X Germ cell, trophoblastic tumors & neoplasms of gonads",17999090,"2000-04-01 00:00:00",533
"5-9","1.89999997615814","3.5","2.59999990463257","48","X Germ cell, trophoblastic tumors & neoplasms of gonads",18205547,"2000-04-01 00:00:00",534
"<1","12.6000003814697","21.6000003814697","16.7000007629395","57","X Germ cell, trophoblastic tumors & neoplasms of gonads",3420047,"2000-04-01 00:00:00",535
"1-4","null","null","null","null","X(a) Intracranial & intraspinal germ cell tumors",13615288,"2000-04-01 00:00:00",536
"10-14","1.70000004768372","3.20000004768372","2.29999995231628","43","X(a) Intracranial & intraspinal germ cell tumors",18336708,"2000-04-01 00:00:00",537
"15-19","1.70000004768372","3.20000004768372","2.29999995231628","42","X(a) Intracranial & intraspinal germ cell tumors",17999090,"2000-04-01 00:00:00",538
"5-9","0.899999976158142","2","1.39999997615814","25","X(a) Intracranial & intraspinal germ cell tumors",18205547,"2000-04-01 00:00:00",539
"<1","null","null","null","null","X(a) Intracranial & intraspinal germ cell tumors",3420047,"2000-04-01 00:00:00",540
"1-4","null","null","null","null","X(b) Malignant extracranial & extragonadal germ cell tumors",13615288,"2000-04-01 00:00:00",541
"10-14","null","null","null","null","X(b) Malignant extracranial & extragonadal germ cell tumors",18336708,"2000-04-01 00:00:00",542
"15-19","1.60000002384186","3.09999990463257","2.29999995231628","41","X(b) Malignant extracranial & extragonadal germ cell tumors",17999090,"2000-04-01 00:00:00",543
"5-9","null","null","null","null","X(b) Malignant extracranial & extragonadal germ cell tumors",18205547,"2000-04-01 00:00:00",544
"<1","7.90000009536743","15.3000001907349","11.1000003814697","38","X(b) Malignant extracranial & extragonadal germ cell tumors",3420047,"2000-04-01 00:00:00",545
"1-4","null","null","null","null","X(c) Malignant gonadal germ cell tumors",13615288,"2000-04-01 00:00:00",546
"10-14","2.70000004768372","4.5","3.5","64","X(c) Malignant gonadal germ cell tumors",18336708,"2000-04-01 00:00:00",547
"15-19","19","23.2999992370605","21.1000003814697","379","X(c) Malignant gonadal germ cell tumors",17999090,"2000-04-01 00:00:00",548
"5-9","0.699999988079071","1.79999995231628","1.20000004768372","21","X(c) Malignant gonadal germ cell tumors",18205547,"2000-04-01 00:00:00",549
"<1","null","null","null","null","X(c) Malignant gonadal germ cell tumors",3420047,"2000-04-01 00:00:00",550
"1-4","null","null","null","null","X(d) Gonadal carcinomas",13615288,"2000-04-01 00:00:00",551
"10-14","null","null","null","null","X(d) Gonadal carcinomas",18336708,"2000-04-01 00:00:00",552
"15-19","1.10000002384186","2.40000009536743","1.70000004768372","30","X(d) Gonadal carcinomas",17999090,"2000-04-01 00:00:00",553
"5-9","null","null","null","null","X(d) Gonadal carcinomas",18205547,"2000-04-01 00:00:00",554
"<1","null","null","null","null","X(d) Gonadal carcinomas",3420047,"2000-04-01 00:00:00",555
"1-4","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",13615288,"2000-04-01 00:00:00",556
"10-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",18336708,"2000-04-01 00:00:00",557
"15-19","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",17999090,"2000-04-01 00:00:00",558
"5-9","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",18205547,"2000-04-01 00:00:00",559
"<1","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",3420047,"2000-04-01 00:00:00",560
"1-4","1.20000004768372","2.70000004768372","1.79999995231628","25","XI Other malignant epithelial neoplasms and malignant melanomas",13615288,"2000-04-01 00:00:00",561
"10-14","10.1999998092651","13.3000001907349","11.6999998092651","214","XI Other malignant epithelial neoplasms and malignant melanomas",18336708,"2000-04-01 00:00:00",562
"15-19","42","48.2999992370605","45.0999984741211","811","XI Other malignant epithelial neoplasms and malignant melanomas",17999090,"2000-04-01 00:00:00",563
"5-9","2.29999995231628","3.90000009536743","3","55","XI Other malignant epithelial neoplasms and malignant melanomas",18205547,"2000-04-01 00:00:00",564
"<1","null","null","null","null","XI Other malignant epithelial neoplasms and malignant melanomas",3420047,"2000-04-01 00:00:00",565
"1-4","null","null","null","null","XI(a) Adrenocortical carcinomas",13615288,"2000-04-01 00:00:00",566
"10-14","null","null","null","null","XI(a) Adrenocortical carcinomas",18336708,"2000-04-01 00:00:00",567
"15-19","null","null","null","null","XI(a) Adrenocortical carcinomas",17999090,"2000-04-01 00:00:00",568
"5-9","null","null","null","null","XI(a) Adrenocortical carcinomas",18205547,"2000-04-01 00:00:00",569
"<1","null","null","null","null","XI(a) Adrenocortical carcinomas",3420047,"2000-04-01 00:00:00",570
"1-4","null","null","null","null","XI(b) Thyroid carcinomas",13615288,"2000-04-01 00:00:00",571
"10-14","3.5","5.5","4.40000009536743","81","XI(b) Thyroid carcinomas",18336708,"2000-04-01 00:00:00",572
"15-19","15.3000001907349","19.1000003814697","17.1000003814697","308","XI(b) Thyroid carcinomas",17999090,"2000-04-01 00:00:00",573
"5-9","null","null","null","null","XI(b) Thyroid carcinomas",18205547,"2000-04-01 00:00:00",574
"<1","null","null","null","null","XI(b) Thyroid carcinomas",3420047,"2000-04-01 00:00:00",575
"1-4","null","null","null","null","XI(c) Nasopharyngeal carcinomas",13615288,"2000-04-01 00:00:00",576
"10-14","null","null","null","null","XI(c) Nasopharyngeal carcinomas",18336708,"2000-04-01 00:00:00",577
"15-19","0.600000023841858","1.60000002384186","1","18","XI(c) Nasopharyngeal carcinomas",17999090,"2000-04-01 00:00:00",578
"5-9","null","null","null","null","XI(c) Nasopharyngeal carcinomas",18205547,"2000-04-01 00:00:00",579
"<1","null","null","null","null","XI(c) Nasopharyngeal carcinomas",3420047,"2000-04-01 00:00:00",580
"1-4","null","null","null","null","XI(d) Malignant melanomas",13615288,"2000-04-01 00:00:00",581
"10-14","2.40000009536743","4.19999980926514","3.20000004768372","59","XI(d) Malignant melanomas",18336708,"2000-04-01 00:00:00",582
"15-19","13.6000003814697","17.2999992370605","15.3999996185303","277","XI(d) Malignant melanomas",17999090,"2000-04-01 00:00:00",583
"5-9","0.5","1.39999997615814","0.899999976158142","16","XI(d) Malignant melanomas",18205547,"2000-04-01 00:00:00",584
"<1","null","null","null","null","XI(d) Malignant melanomas",3420047,"2000-04-01 00:00:00",585
"1-4","null","null","null","null","XI(e) Skin carcinomas",13615288,"2000-04-01 00:00:00",586
"10-14","null","null","null","null","XI(e) Skin carcinomas",18336708,"2000-04-01 00:00:00",587
"15-19","null","null","null","null","XI(e) Skin carcinomas",17999090,"2000-04-01 00:00:00",588
"5-9","null","null","null","null","XI(e) Skin carcinomas",18205547,"2000-04-01 00:00:00",589
"<1","null","null","null","null","XI(e) Skin carcinomas",3420047,"2000-04-01 00:00:00",590
"1-4","null","null","null","null","XI(f) Other and unspecified carcinomas",13615288,"2000-04-01 00:00:00",591
"10-14","2.20000004768372","3.79999995231628","2.90000009536743","54","XI(f) Other and unspecified carcinomas",18336708,"2000-04-01 00:00:00",592
"15-19","9.60000038146973","12.6999998092651","11.1000003814697","199","XI(f) Other and unspecified carcinomas",17999090,"2000-04-01 00:00:00",593
"5-9","null","null","null","null","XI(f) Other and unspecified carcinomas",18205547,"2000-04-01 00:00:00",594
"<1","null","null","null","null","XI(f) Other and unspecified carcinomas",3420047,"2000-04-01 00:00:00",595
"1-4","null","null","null","null","XII Other and unspecified malignant neoplasms",13615288,"2000-04-01 00:00:00",596
"10-14","null","null","null","null","XII Other and unspecified malignant neoplasms",18336708,"2000-04-01 00:00:00",597
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","20","XII Other and unspecified malignant neoplasms",17999090,"2000-04-01 00:00:00",598
"5-9","null","null","null","null","XII Other and unspecified malignant neoplasms",18205547,"2000-04-01 00:00:00",599
"<1","null","null","null","null","XII Other and unspecified malignant neoplasms",3420047,"2000-04-01 00:00:00",600
"1-4","null","null","null","null","XII(a) Other specified malignant tumors",13615288,"2000-04-01 00:00:00",601
"10-14","null","null","null","null","XII(a) Other specified malignant tumors",18336708,"2000-04-01 00:00:00",602
"15-19","null","null","null","null","XII(a) Other specified malignant tumors",17999090,"2000-04-01 00:00:00",603
