"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","EVENT_TYPE","POPULATION","SITE","YEAR","SERIALID"
"5-9","null","null","null","null","Mortality",19872417,"Larynx","2002-04-01 00:00:00",919
"<1","null","null","null","null","Mortality",3951461,"Larynx","2002-04-01 00:00:00",920
"1-4","null","null","null","null","Incidence",14193665,"Larynx","2002-04-01 00:00:00",921
"10-14","null","null","null","null","Incidence",19507073,"Larynx","2002-04-01 00:00:00",922
"15-19","null","null","null","null","Incidence",18870978,"Larynx","2002-04-01 00:00:00",923
"5-9","null","null","null","null","Incidence",18238526,"Larynx","2002-04-01 00:00:00",924
"<1","null","null","null","null","Incidence",3625838,"Larynx","2002-04-01 00:00:00",925
"1-4","0.5","0.800000011920929","0.699999988079071","104","Mortality",15477731,"Leukemias","2002-04-01 00:00:00",926
"10-14","0.699999988079071","0.899999976158142","0.800000011920929","168","Mortality",21261421,"Leukemias","2002-04-01 00:00:00",927
"15-19","1","1.29999995231628","1.10000002384186","237","Mortality",20610370,"Leukemias","2002-04-01 00:00:00",928
"5-9","0.600000023841858","0.899999976158142","0.699999988079071","148","Mortality",19872417,"Leukemias","2002-04-01 00:00:00",929
"<1","0.300000011920929","0.800000011920929","0.5","21","Mortality",3951461,"Leukemias","2002-04-01 00:00:00",930
"1-4","8.19999980926514","9.19999980926514","8.69999980926514","1232","Incidence",14193665,"Leukemias","2002-04-01 00:00:00",931
"10-14","2.59999990463257","3","2.79999995231628","546","Incidence",19507073,"Leukemias","2002-04-01 00:00:00",932
"15-19","2.59999990463257","3.09999990463257","2.90000009536743","541","Incidence",18870978,"Leukemias","2002-04-01 00:00:00",933
"5-9","3.59999990463257","4.19999980926514","3.90000009536743","711","Incidence",18238526,"Leukemias","2002-04-01 00:00:00",934
"<1","3.59999990463257","5","4.30000019073486","155","Incidence",3625838,"Leukemias","2002-04-01 00:00:00",935
"1-4","0.100000001490116","0.300000011920929","0.200000002980232","28","Mortality",15477731,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",936
"10-14","null","null","null","null","Mortality",21261421,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",937
"15-19","null","null","null","null","Mortality",20610370,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",938
"5-9","null","null","null","null","Mortality",19872417,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",939
"<1","null","null","null","null","Mortality",3951461,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",940
"1-4","0.300000011920929","0.5","0.400000005960464","60","Incidence",14193665,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",941
"10-14","null","null","null","null","Incidence",19507073,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",942
"15-19","0.100000001490116","0.200000002980232","0.100000001490116","21","Incidence",18870978,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",943
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","18","Incidence",18238526,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",944
"<1","0.600000023841858","1.20000004768372","0.899999976158142","31","Incidence",3625838,"Liver and Intrahepatic Bile Duct","2002-04-01 00:00:00",945
"1-4","null","null","null","null","Mortality",15477731,"Lung and Bronchus","2002-04-01 00:00:00",946
"10-14","null","null","null","null","Mortality",21261421,"Lung and Bronchus","2002-04-01 00:00:00",947
"15-19","null","null","null","null","Mortality",20610370,"Lung and Bronchus","2002-04-01 00:00:00",948
"5-9","null","null","null","null","Mortality",19872417,"Lung and Bronchus","2002-04-01 00:00:00",949
"<1","null","null","null","null","Mortality",3951461,"Lung and Bronchus","2002-04-01 00:00:00",950
"1-4","null","null","null","null","Incidence",14193665,"Lung and Bronchus","2002-04-01 00:00:00",951
"10-14","null","null","null","null","Incidence",19507073,"Lung and Bronchus","2002-04-01 00:00:00",952
"15-19","0.100000001490116","0.200000002980232","0.200000002980232","29","Incidence",18870978,"Lung and Bronchus","2002-04-01 00:00:00",953
"5-9","null","null","null","null","Incidence",18238526,"Lung and Bronchus","2002-04-01 00:00:00",954
"<1","null","null","null","null","Incidence",3625838,"Lung and Bronchus","2002-04-01 00:00:00",955
"1-4","null","null","null","null","Mortality",7564711,"Male and Female Breast","2002-04-01 00:00:00",956
"10-14","null","null","null","null","Mortality",10371422,"Male and Female Breast","2002-04-01 00:00:00",957
"15-19","null","null","null","null","Mortality",9981879,"Male and Female Breast","2002-04-01 00:00:00",958
"5-9","null","null","null","null","Mortality",9699735,"Male and Female Breast","2002-04-01 00:00:00",959
"<1","null","null","null","null","Mortality",1932939,"Male and Female Breast","2002-04-01 00:00:00",960
"1-4","null","null","null","null","Incidence",6937017,"Male and Female Breast","2002-04-01 00:00:00",961
"10-14","null","null","null","null","Incidence",9515499,"Male and Female Breast","2002-04-01 00:00:00",962
"15-19","0.100000001490116","0.300000011920929","0.200000002980232","17","Incidence",9133525,"Male and Female Breast","2002-04-01 00:00:00",963
"5-9","null","null","null","null","Incidence",8901520,"Male and Female Breast","2002-04-01 00:00:00",964
"<1","null","null","null","null","Incidence",1773300,"Male and Female Breast","2002-04-01 00:00:00",965
"1-4","null","null","null","null","Incidence",6937017,"Male and Female Breast, <i>in situ</i>","2002-04-01 00:00:00",966
"10-14","null","null","null","null","Incidence",9515499,"Male and Female Breast, <i>in situ</i>","2002-04-01 00:00:00",967
"15-19","null","null","null","null","Incidence",9133525,"Male and Female Breast, <i>in situ</i>","2002-04-01 00:00:00",968
"5-9","null","null","null","null","Incidence",8901520,"Male and Female Breast, <i>in situ</i>","2002-04-01 00:00:00",969
"<1","null","null","null","null","Incidence",1773300,"Male and Female Breast, <i>in situ</i>","2002-04-01 00:00:00",970
"1-4","null","null","null","null","Mortality",15477731,"Melanomas of the Skin","2002-04-01 00:00:00",971
"10-14","null","null","null","null","Mortality",21261421,"Melanomas of the Skin","2002-04-01 00:00:00",972
"15-19","null","null","null","null","Mortality",20610370,"Melanomas of the Skin","2002-04-01 00:00:00",973
"5-9","null","null","null","null","Mortality",19872417,"Melanomas of the Skin","2002-04-01 00:00:00",974
"<1","null","null","null","null","Mortality",3951461,"Melanomas of the Skin","2002-04-01 00:00:00",975
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","16","Incidence",14193665,"Melanomas of the Skin","2002-04-01 00:00:00",976
"10-14","0.300000011920929","0.5","0.400000005960464","73","Incidence",19507073,"Melanomas of the Skin","2002-04-01 00:00:00",977
"15-19","1.70000004768372","2.09999990463257","1.89999997615814","356","Incidence",18870978,"Melanomas of the Skin","2002-04-01 00:00:00",978
"5-9","0.100000001490116","0.200000002980232","0.200000002980232","32","Incidence",18238526,"Melanomas of the Skin","2002-04-01 00:00:00",979
"<1","null","null","null","null","Incidence",3625838,"Melanomas of the Skin","2002-04-01 00:00:00",980
"1-4","null","null","null","null","Mortality",15477731,"Mesothelioma","2002-04-01 00:00:00",981
"10-14","null","null","null","null","Mortality",21261421,"Mesothelioma","2002-04-01 00:00:00",982
"15-19","null","null","null","null","Mortality",20610370,"Mesothelioma","2002-04-01 00:00:00",983
"5-9","null","null","null","null","Mortality",19872417,"Mesothelioma","2002-04-01 00:00:00",984
"<1","null","null","null","null","Mortality",3951461,"Mesothelioma","2002-04-01 00:00:00",985
"1-4","null","null","null","null","Incidence",14193665,"Mesothelioma","2002-04-01 00:00:00",986
"10-14","null","null","null","null","Incidence",19507073,"Mesothelioma","2002-04-01 00:00:00",987
"15-19","null","null","null","null","Incidence",18870978,"Mesothelioma","2002-04-01 00:00:00",988
"5-9","null","null","null","null","Incidence",18238526,"Mesothelioma","2002-04-01 00:00:00",989
"<1","null","null","null","null","Incidence",3625838,"Mesothelioma","2002-04-01 00:00:00",990
"1-4","null","null","null","null","Mortality",15477731,"Myeloma","2002-04-01 00:00:00",991
"10-14","null","null","null","null","Mortality",21261421,"Myeloma","2002-04-01 00:00:00",992
"15-19","null","null","null","null","Mortality",20610370,"Myeloma","2002-04-01 00:00:00",993
"5-9","null","null","null","null","Mortality",19872417,"Myeloma","2002-04-01 00:00:00",994
"<1","null","null","null","null","Mortality",3951461,"Myeloma","2002-04-01 00:00:00",995
"1-4","null","null","null","null","Incidence",14193665,"Myeloma","2002-04-01 00:00:00",996
"10-14","null","null","null","null","Incidence",19507073,"Myeloma","2002-04-01 00:00:00",997
"15-19","null","null","null","null","Incidence",18870978,"Myeloma","2002-04-01 00:00:00",998
"5-9","null","null","null","null","Incidence",18238526,"Myeloma","2002-04-01 00:00:00",999
"<1","null","null","null","null","Incidence",3625838,"Myeloma","2002-04-01 00:00:00",1000
"1-4","null","null","null","null","Mortality",15477731,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1001
"10-14","0.100000001490116","0.300000011920929","0.200000002980232","42","Mortality",21261421,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1002
"15-19","0.200000002980232","0.300000011920929","0.200000002980232","44","Mortality",20610370,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1003
"5-9","null","null","null","null","Mortality",19872417,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1004
"<1","null","null","null","null","Mortality",3951461,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1005
"1-4","0.600000023841858","0.899999976158142","0.699999988079071","101","Incidence",14193665,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1006
"10-14","1","1.29999995231628","1.10000002384186","223","Incidence",19507073,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1007
"15-19","1.60000002384186","2","1.79999995231628","336","Incidence",18870978,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1008
"5-9","0.800000011920929","1.10000002384186","1","177","Incidence",18238526,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1009
"<1","null","null","null","null","Incidence",3625838,"Non-Hodgkin Lymphoma","2002-04-01 00:00:00",1010
"1-4","null","null","null","null","Mortality",15477731,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1011
"10-14","null","null","null","null","Mortality",21261421,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1012
"15-19","null","null","null","null","Mortality",20610370,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1013
"5-9","null","null","null","null","Mortality",19872417,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1014
"<1","null","null","null","null","Mortality",3951461,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1015
"1-4","null","null","null","null","Incidence",14193665,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1016
"10-14","0.200000002980232","0.300000011920929","0.300000011920929","52","Incidence",19507073,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1017
"15-19","0.400000005960464","0.600000023841858","0.400000005960464","84","Incidence",18870978,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1018
"5-9","0.100000001490116","0.100000001490116","0.100000001490116","16","Incidence",18238526,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1019
"<1","null","null","null","null","Incidence",3625838,"Oral Cavity and Pharynx","2002-04-01 00:00:00",1020
"1-4","null","null","null","null","Mortality",7564711,"Ovary","2002-04-01 00:00:00",1021
"10-14","null","null","null","null","Mortality",10371422,"Ovary","2002-04-01 00:00:00",1022
"15-19","null","null","null","null","Mortality",9981879,"Ovary","2002-04-01 00:00:00",1023
"5-9","null","null","null","null","Mortality",9699735,"Ovary","2002-04-01 00:00:00",1024
"<1","null","null","null","null","Mortality",1932939,"Ovary","2002-04-01 00:00:00",1025
"1-4","null","null","null","null","Incidence",6937017,"Ovary","2002-04-01 00:00:00",1026
"10-14","0.400000005960464","0.699999988079071","0.600000023841858","54","Incidence",9515499,"Ovary","2002-04-01 00:00:00",1027
"15-19","1.10000002384186","1.60000002384186","1.39999997615814","125","Incidence",9133525,"Ovary","2002-04-01 00:00:00",1028
"5-9","0.200000002980232","0.400000005960464","0.300000011920929","24","Incidence",8901520,"Ovary","2002-04-01 00:00:00",1029
"<1","null","null","null","null","Incidence",1773300,"Ovary","2002-04-01 00:00:00",1030
"1-4","null","null","null","null","Mortality",15477731,"Pancreas","2002-04-01 00:00:00",1031
"10-14","null","null","null","null","Mortality",21261421,"Pancreas","2002-04-01 00:00:00",1032
"15-19","null","null","null","null","Mortality",20610370,"Pancreas","2002-04-01 00:00:00",1033
"5-9","null","null","null","null","Mortality",19872417,"Pancreas","2002-04-01 00:00:00",1034
"<1","null","null","null","null","Mortality",3951461,"Pancreas","2002-04-01 00:00:00",1035
"1-4","null","null","null","null","Incidence",14193665,"Pancreas","2002-04-01 00:00:00",1036
"10-14","null","null","null","null","Incidence",19507073,"Pancreas","2002-04-01 00:00:00",1037
"15-19","null","null","null","null","Incidence",18870978,"Pancreas","2002-04-01 00:00:00",1038
"5-9","null","null","null","null","Incidence",18238526,"Pancreas","2002-04-01 00:00:00",1039
"<1","null","null","null","null","Incidence",3625838,"Pancreas","2002-04-01 00:00:00",1040
"1-4","null","null","null","null","Mortality",7913020,"Prostate","2002-04-01 00:00:00",1041
"10-14","null","null","null","null","Mortality",10889999,"Prostate","2002-04-01 00:00:00",1042
"15-19","null","null","null","null","Mortality",10628491,"Prostate","2002-04-01 00:00:00",1043
"5-9","null","null","null","null","Mortality",10172682,"Prostate","2002-04-01 00:00:00",1044
"<1","null","null","null","null","Mortality",2018522,"Prostate","2002-04-01 00:00:00",1045
"1-4","null","null","null","null","Incidence",7256648,"Prostate","2002-04-01 00:00:00",1046
"10-14","null","null","null","null","Incidence",9991574,"Prostate","2002-04-01 00:00:00",1047
"15-19","null","null","null","null","Incidence",9737453,"Prostate","2002-04-01 00:00:00",1048
"5-9","null","null","null","null","Incidence",9337006,"Prostate","2002-04-01 00:00:00",1049
"<1","null","null","null","null","Incidence",1852538,"Prostate","2002-04-01 00:00:00",1050
"1-4","null","null","null","null","Mortality",15477731,"Stomach","2002-04-01 00:00:00",1051
"10-14","null","null","null","null","Mortality",21261421,"Stomach","2002-04-01 00:00:00",1052
"15-19","null","null","null","null","Mortality",20610370,"Stomach","2002-04-01 00:00:00",1053
"5-9","null","null","null","null","Mortality",19872417,"Stomach","2002-04-01 00:00:00",1054
"<1","null","null","null","null","Mortality",3951461,"Stomach","2002-04-01 00:00:00",1055
"1-4","null","null","null","null","Incidence",14193665,"Stomach","2002-04-01 00:00:00",1056
"10-14","null","null","null","null","Incidence",19507073,"Stomach","2002-04-01 00:00:00",1057
"15-19","null","null","null","null","Incidence",18870978,"Stomach","2002-04-01 00:00:00",1058
"5-9","null","null","null","null","Incidence",18238526,"Stomach","2002-04-01 00:00:00",1059
"<1","null","null","null","null","Incidence",3625838,"Stomach","2002-04-01 00:00:00",1060
"1-4","null","null","null","null","Mortality",7913020,"Testis","2002-04-01 00:00:00",1061
"10-14","null","null","null","null","Mortality",10889999,"Testis","2002-04-01 00:00:00",1062
"15-19","null","null","null","null","Mortality",10628491,"Testis","2002-04-01 00:00:00",1063
"5-9","null","null","null","null","Mortality",10172682,"Testis","2002-04-01 00:00:00",1064
"<1","null","null","null","null","Mortality",2018522,"Testis","2002-04-01 00:00:00",1065
"1-4","0.200000002980232","0.5","0.300000011920929","25","Incidence",7256648,"Testis","2002-04-01 00:00:00",1066
"10-14","0.100000001490116","0.300000011920929","0.200000002980232","23","Incidence",9991574,"Testis","2002-04-01 00:00:00",1067
"15-19","3.20000004768372","3.90000009536743","3.59999990463257","346","Incidence",9737453,"Testis","2002-04-01 00:00:00",1068
