"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","BEHAVIOR","COUNT","POPULATION","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","36",40380809,"Male","Choroid plexus","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",629
"0-19","null","null","null","Malignant","null",40380809,"Male","Choroid plexus","2006-04-01 00:00:00","null","null","null",630
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","31",41633209,"Male","Choroid plexus","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",633
"0-19","null","null","null","Malignant","null",41633209,"Male","Choroid plexus","2007-04-01 00:00:00","null","null","null",634
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","33",41808227,"Male","Choroid plexus","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",635
"0-19","null","null","null","Malignant","null",41808227,"Male","Choroid plexus","2008-04-01 00:00:00","null","null","null",636
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","35",41876403,"Male","Choroid plexus","2009-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",637
"0-19","null","null","null","Malignant","null",41876403,"Male","Choroid plexus","2009-04-01 00:00:00","null","null","null",638
"0-19","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","32",41417074,"Male","Choroid plexus","2010-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",639
"0-19","null","null","null","Malignant","null",41417074,"Male","Choroid plexus","2010-04-01 00:00:00","null","null","null",640
"0-19","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","79",40123936,"Male","Craniopharyngioma","2004-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",641
"0-19","null","null","null","Malignant","null",40123936,"Male","Craniopharyngioma","2004-04-01 00:00:00","null","null","null",642
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","83",40236151,"Male","Craniopharyngioma","2005-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",643
"0-19","null","null","null","Malignant","null",40236151,"Male","Craniopharyngioma","2005-04-01 00:00:00","null","null","null",644
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","75",40380809,"Male","Craniopharyngioma","2006-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",645
"0-19","null","null","null","Malignant","null",40380809,"Male","Craniopharyngioma","2006-04-01 00:00:00","null","null","null",646
"0-19","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","81",41633209,"Male","Craniopharyngioma","2007-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",649
"0-19","null","null","null","Malignant","null",41633209,"Male","Craniopharyngioma","2007-04-01 00:00:00","null","null","null",650
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","89",41808227,"Male","Craniopharyngioma","2008-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",651
"0-19","null","null","null","Malignant","null",41808227,"Male","Craniopharyngioma","2008-04-01 00:00:00","null","null","null",652
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","73",41876403,"Male","Craniopharyngioma","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",653
"0-19","null","null","null","Malignant","null",41876403,"Male","Craniopharyngioma","2009-04-01 00:00:00","null","null","null",654
"0-19","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","73",41417074,"Male","Craniopharyngioma","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",655
"0-19","null","null","null","Malignant","null",41417074,"Male","Craniopharyngioma","2010-04-01 00:00:00","null","null","null",656
"0-19","null","null","null","Benign/Borderline","null",40123936,"Male","Diffuse astrocytoma","2004-04-01 00:00:00","null","null","null",657
"0-19","0","0.100000001490116","0.100000001490116","Malignant","22",40123936,"Male","Diffuse astrocytoma","2004-04-01 00:00:00","0","0.100000001490116","0.100000001490116",658
"0-19","null","null","null","Benign/Borderline","null",40236151,"Male","Diffuse astrocytoma","2005-04-01 00:00:00","null","null","null",659
"0-19","0","0.100000001490116","0","Malignant","19",40236151,"Male","Diffuse astrocytoma","2005-04-01 00:00:00","0","0.100000001490116","0",660
"0-19","null","null","null","Benign/Borderline","null",40380809,"Male","Diffuse astrocytoma","2006-04-01 00:00:00","null","null","null",661
"0-19","0","0.100000001490116","0","Malignant","17",40380809,"Male","Diffuse astrocytoma","2006-04-01 00:00:00","0","0.100000001490116","0",662
"0-19","null","null","null","Benign/Borderline","null",41633209,"Male","Diffuse astrocytoma","2007-04-01 00:00:00","null","null","null",665
"0-19","0","0.100000001490116","0.100000001490116","Malignant","23",41633209,"Male","Diffuse astrocytoma","2007-04-01 00:00:00","0","0.100000001490116","0.100000001490116",666
"0-19","null","null","null","Benign/Borderline","null",41808227,"Male","Diffuse astrocytoma","2008-04-01 00:00:00","null","null","null",667
"0-19","0","0.100000001490116","0","Malignant","20",41808227,"Male","Diffuse astrocytoma","2008-04-01 00:00:00","0","0.100000001490116","0",668
"0-19","null","null","null","Benign/Borderline","null",41876403,"Male","Diffuse astrocytoma","2009-04-01 00:00:00","null","null","null",669
"0-19","0","0.100000001490116","0","Malignant","20",41876403,"Male","Diffuse astrocytoma","2009-04-01 00:00:00","0","0.100000001490116","0",670
"0-19","null","null","null","Benign/Borderline","null",41417074,"Male","Diffuse astrocytoma","2010-04-01 00:00:00","null","null","null",671
"0-19","null","null","null","Malignant","null",41417074,"Male","Diffuse astrocytoma","2010-04-01 00:00:00","null","null","null",672
"0-19","null","null","null","Benign/Borderline","null",40123936,"Male","Embryonal/primitive/medulloblastoma","2004-04-01 00:00:00","null","null","null",673
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Malignant","276",40123936,"Male","Embryonal/primitive/medulloblastoma","2004-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",674
"0-19","null","null","null","Benign/Borderline","null",40236151,"Male","Embryonal/primitive/medulloblastoma","2005-04-01 00:00:00","null","null","null",675
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Malignant","267",40236151,"Male","Embryonal/primitive/medulloblastoma","2005-04-01 00:00:00","0.600000023841858","0.699999988079071","0.699999988079071",676
"0-19","null","null","null","Benign/Borderline","null",40380809,"Male","Embryonal/primitive/medulloblastoma","2006-04-01 00:00:00","null","null","null",677
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Malignant","287",40380809,"Male","Embryonal/primitive/medulloblastoma","2006-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",678
"0-19","null","null","null","Benign/Borderline","null",41633209,"Male","Embryonal/primitive/medulloblastoma","2007-04-01 00:00:00","null","null","null",681
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Malignant","293",41633209,"Male","Embryonal/primitive/medulloblastoma","2007-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",682
"0-19","null","null","null","Benign/Borderline","null",41808227,"Male","Embryonal/primitive/medulloblastoma","2008-04-01 00:00:00","null","null","null",683
"0-19","0.699999988079071","0.800000011920929","0.800000011920929","Malignant","313",41808227,"Male","Embryonal/primitive/medulloblastoma","2008-04-01 00:00:00","0.699999988079071","0.800000011920929","0.699999988079071",684
"0-19","null","null","null","Benign/Borderline","null",41876403,"Male","Embryonal/primitive/medulloblastoma","2009-04-01 00:00:00","null","null","null",685
"0-19","0.600000023841858","0.800000011920929","0.699999988079071","Malignant","301",41876403,"Male","Embryonal/primitive/medulloblastoma","2009-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",686
"0-19","null","null","null","Benign/Borderline","null",41417074,"Male","Embryonal/primitive/medulloblastoma","2010-04-01 00:00:00","null","null","null",687
"0-19","0.699999988079071","0.800000011920929","0.699999988079071","Malignant","301",41417074,"Male","Embryonal/primitive/medulloblastoma","2010-04-01 00:00:00","0.600000023841858","0.800000011920929","0.699999988079071",688
"0-19","null","null","null","Benign/Borderline","null",40123936,"Male","Ependymoma variants","2004-04-01 00:00:00","null","null","null",689
"0-19","null","null","null","Malignant","null",40123936,"Male","Ependymoma variants","2004-04-01 00:00:00","null","null","null",690
"0-19","0","0.100000001490116","0","Benign/Borderline","19",40236151,"Male","Ependymoma variants","2005-04-01 00:00:00","0","0.100000001490116","0",691
"0-19","null","null","null","Malignant","null",40236151,"Male","Ependymoma variants","2005-04-01 00:00:00","null","null","null",692
"0-19","0","0.100000001490116","0.100000001490116","Benign/Borderline","25",40380809,"Male","Ependymoma variants","2006-04-01 00:00:00","0","0.100000001490116","0.100000001490116",693
"0-19","null","null","null","Malignant","null",40380809,"Male","Ependymoma variants","2006-04-01 00:00:00","null","null","null",694
"0-19","0","0.100000001490116","0","Benign/Borderline","20",41633209,"Male","Ependymoma variants","2007-04-01 00:00:00","0","0.100000001490116","0",697
"0-19","null","null","null","Malignant","null",41633209,"Male","Ependymoma variants","2007-04-01 00:00:00","null","null","null",698
"0-19","null","null","null","Benign/Borderline","null",41808227,"Male","Ependymoma variants","2008-04-01 00:00:00","null","null","null",699
"0-19","null","null","null","Malignant","null",41808227,"Male","Ependymoma variants","2008-04-01 00:00:00","null","null","null",700
"0-19","0","0.100000001490116","0","Benign/Borderline","21",41876403,"Male","Ependymoma variants","2009-04-01 00:00:00","0","0.100000001490116","0.100000001490116",701
"0-19","null","null","null","Malignant","null",41876403,"Male","Ependymoma variants","2009-04-01 00:00:00","null","null","null",702
"0-19","0","0.100000001490116","0.100000001490116","Benign/Borderline","24",41417074,"Male","Ependymoma variants","2010-04-01 00:00:00","0","0.100000001490116","0.100000001490116",703
"0-19","null","null","null","Malignant","null",41417074,"Male","Ependymoma variants","2010-04-01 00:00:00","null","null","null",704
"0-19","null","null","null","Benign/Borderline","null",40123936,"Male","Ependymoma/anaplastic ependymoma","2004-04-01 00:00:00","null","null","null",705
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Malignant","97",40123936,"Male","Ependymoma/anaplastic ependymoma","2004-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",706
"0-19","null","null","null","Benign/Borderline","null",40236151,"Male","Ependymoma/anaplastic ependymoma","2005-04-01 00:00:00","null","null","null",707
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Malignant","95",40236151,"Male","Ependymoma/anaplastic ependymoma","2005-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",708
"0-19","null","null","null","Benign/Borderline","null",40380809,"Male","Ependymoma/anaplastic ependymoma","2006-04-01 00:00:00","null","null","null",709
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","106",40380809,"Male","Ependymoma/anaplastic ependymoma","2006-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",710
"0-19","null","null","null","Benign/Borderline","null",41633209,"Male","Ependymoma/anaplastic ependymoma","2007-04-01 00:00:00","null","null","null",713
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","107",41633209,"Male","Ependymoma/anaplastic ependymoma","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",714
"0-19","null","null","null","Benign/Borderline","null",41808227,"Male","Ependymoma/anaplastic ependymoma","2008-04-01 00:00:00","null","null","null",715
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Malignant","97",41808227,"Male","Ependymoma/anaplastic ependymoma","2008-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",716
"0-19","null","null","null","Benign/Borderline","null",41876403,"Male","Ependymoma/anaplastic ependymoma","2009-04-01 00:00:00","null","null","null",717
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","109",41876403,"Male","Ependymoma/anaplastic ependymoma","2009-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",718
"0-19","null","null","null","Benign/Borderline","null",41417074,"Male","Ependymoma/anaplastic ependymoma","2010-04-01 00:00:00","null","null","null",719
"0-19","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","111",41417074,"Male","Ependymoma/anaplastic ependymoma","2010-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",720
"0-19","0","0.100000001490116","0","Benign/Borderline","16",40123936,"Male","Germ Cell Tumors","2004-04-01 00:00:00","0","0.100000001490116","0",721
"0-19","0.200000002980232","0.300000011920929","0.200000002980232","Malignant","98",40123936,"Male","Germ Cell Tumors","2004-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",722
"0-19","0","0.100000001490116","0","Benign/Borderline","20",40236151,"Male","Germ Cell Tumors","2005-04-01 00:00:00","0","0.100000001490116","0",723
